  0.478826E-01  0.124710E-01
  0.481477E-01  0.123680E-01
  0.484143E-01  0.122658E-01
  0.486824E-01  0.121645E-01
  0.489520E-01  0.120640E-01
  0.492233E-01  0.119643E-01
  0.494960E-01  0.118654E-01
  0.497703E-01  0.117673E-01
  0.500462E-01  0.116700E-01
  0.503237E-01  0.115735E-01
  0.506028E-01  0.114777E-01
  0.508834E-01  0.113828E-01
  0.511657E-01  0.112886E-01
  0.514496E-01  0.111952E-01
  0.517352E-01  0.111025E-01
  0.520223E-01  0.110106E-01
  0.523112E-01  0.109194E-01
  0.526016E-01  0.108290E-01
  0.528938E-01  0.107393E-01
  0.531876E-01  0.106503E-01
  0.534831E-01  0.105620E-01
  0.537803E-01  0.104745E-01
  0.540792E-01  0.103877E-01
  0.543799E-01  0.103016E-01
  0.546822E-01  0.102161E-01
  0.549863E-01  0.101314E-01
  0.552921E-01  0.100474E-01
  0.555997E-01  0.996402E-02
  0.559091E-01  0.988135E-02
  0.562203E-01  0.979934E-02
  0.565332E-01  0.971801E-02
  0.568479E-01  0.963733E-02
  0.571645E-01  0.955731E-02
  0.574828E-01  0.947795E-02
  0.578030E-01  0.939923E-02
  0.581251E-01  0.932114E-02
  0.584490E-01  0.924370E-02
  0.587747E-01  0.916689E-02
  0.591023E-01  0.909070E-02
  0.594319E-01  0.901513E-02
  0.597633E-01  0.894018E-02
  0.600966E-01  0.886584E-02
  0.604318E-01  0.879211E-02
  0.607690E-01  0.871898E-02
  0.611081E-01  0.864644E-02
  0.614492E-01  0.857450E-02
  0.617922E-01  0.850314E-02
  0.621372E-01  0.843237E-02
  0.624842E-01  0.836217E-02
  0.628332E-01  0.829255E-02
  0.631841E-01  0.822350E-02
  0.635372E-01  0.815501E-02
  0.638922E-01  0.808708E-02
  0.642493E-01  0.801970E-02
  0.646085E-01  0.795288E-02
  0.649697E-01  0.788660E-02
  0.653330E-01  0.782087E-02
  0.656984E-01  0.775567E-02
  0.660659E-01  0.769101E-02
  0.664356E-01  0.762687E-02
  0.668073E-01  0.756327E-02
  0.671813E-01  0.750018E-02
  0.675573E-01  0.743761E-02
  0.679356E-01  0.737555E-02
  0.683160E-01  0.731400E-02
  0.686986E-01  0.725295E-02
  0.690834E-01  0.719241E-02
  0.694705E-01  0.713236E-02
  0.698597E-01  0.707280E-02
  0.702513E-01  0.701373E-02
  0.706450E-01  0.695515E-02
  0.710411E-01  0.689705E-02
  0.714395E-01  0.683942E-02
  0.718401E-01  0.678227E-02
  0.722431E-01  0.672558E-02
  0.726484E-01  0.666937E-02
  0.730560E-01  0.661361E-02
  0.734660E-01  0.655831E-02
  0.738783E-01  0.650347E-02
  0.742931E-01  0.644908E-02
  0.747102E-01  0.639513E-02
  0.751298E-01  0.634163E-02
  0.755518E-01  0.628857E-02
  0.759762E-01  0.623594E-02
  0.764030E-01  0.618375E-02
  0.768324E-01  0.613199E-02
  0.772642E-01  0.608065E-02
  0.776985E-01  0.602973E-02
  0.781354E-01  0.597924E-02
  0.785747E-01  0.592916E-02
  0.790166E-01  0.587949E-02
  0.794611E-01  0.583024E-02
  0.799081E-01  0.578139E-02
  0.803578E-01  0.573294E-02
  0.808100E-01  0.568489E-02
  0.812648E-01  0.563724E-02
  0.817223E-01  0.558998E-02
  0.821824E-01  0.554311E-02
  0.826452E-01  0.549662E-02
  0.831107E-01  0.545053E-02
  0.835789E-01  0.540481E-02
  0.840498E-01  0.535947E-02
  0.845234E-01  0.531450E-02
  0.849997E-01  0.526990E-02
  0.854789E-01  0.522568E-02
  0.859608E-01  0.518181E-02
  0.864455E-01  0.513832E-02
  0.869329E-01  0.509518E-02
  0.874233E-01  0.505239E-02
  0.879165E-01  0.500997E-02
  0.884125E-01  0.496789E-02
  0.889114E-01  0.492616E-02
  0.894132E-01  0.488477E-02
  0.899179E-01  0.484373E-02
  0.904256E-01  0.480303E-02
  0.909362E-01  0.476266E-02
  0.914497E-01  0.472263E-02
  0.919663E-01  0.468293E-02
  0.924858E-01  0.464356E-02
  0.930084E-01  0.460452E-02
  0.935339E-01  0.456580E-02
  0.940626E-01  0.452740E-02
  0.945943E-01  0.448932E-02
  0.951291E-01  0.445155E-02
  0.956670E-01  0.441410E-02
  0.962081E-01  0.437696E-02
  0.967522E-01  0.434013E-02
  0.972996E-01  0.430360E-02
  0.978501E-01  0.426737E-02
  0.984039E-01  0.423145E-02
  0.989608E-01  0.419582E-02
  0.995210E-01  0.416050E-02
  0.100084E+00  0.412546E-02
  0.100651E+00  0.409072E-02
  0.101221E+00  0.405626E-02
  0.101795E+00  0.402209E-02
  0.102371E+00  0.398820E-02
  0.102951E+00  0.395460E-02
  0.103535E+00  0.392128E-02
  0.104121E+00  0.388823E-02
  0.104712E+00  0.385546E-02
  0.105305E+00  0.382296E-02
  0.105902E+00  0.379073E-02
  0.106503E+00  0.375877E-02
  0.107107E+00  0.372708E-02
  0.107715E+00  0.369565E-02
  0.108326E+00  0.366448E-02
  0.108941E+00  0.363357E-02
  0.109559E+00  0.360292E-02
  0.110181E+00  0.357252E-02
  0.110806E+00  0.354238E-02
  0.111436E+00  0.351249E-02
  0.112069E+00  0.348285E-02
  0.112705E+00  0.345345E-02
  0.113345E+00  0.342431E-02
  0.113989E+00  0.339540E-02
  0.114637E+00  0.336674E-02
  0.115289E+00  0.333831E-02
  0.115944E+00  0.331012E-02
  0.116603E+00  0.328217E-02
  0.117266E+00  0.325445E-02
  0.117933E+00  0.322696E-02
  0.118604E+00  0.319971E-02
  0.119279E+00  0.317268E-02
  0.119957E+00  0.314587E-02
  0.120640E+00  0.311929E-02
  0.121327E+00  0.309294E-02
  0.122017E+00  0.306680E-02
  0.122712E+00  0.304088E-02
  0.123411E+00  0.301518E-02
  0.124114E+00  0.298970E-02
  0.124821E+00  0.296442E-02
  0.125532E+00  0.293936E-02
  0.126247E+00  0.291451E-02
  0.126966E+00  0.288987E-02
  0.127690E+00  0.286543E-02
  0.128418E+00  0.284120E-02
  0.129150E+00  0.281717E-02
  0.129887E+00  0.279334E-02
